gameId,gameDate,teamCity,teamName,teamId,opponentTeamCity,opponentTeamName,opponentTeamId,home,win,teamScore,opponentScore,assists,blocks,steals,fieldGoalsAttempted,fieldGoalsMade,fieldGoalsPercentage,threePointersAttempted,threePointersMade,threePointersPercentage,freeThrowsAttempted,freeThrowsMade,freeThrowsPercentage,reboundsDefensive,reboundsOffensive,reboundsTotal,foulsPersonal,turnovers,plusMinusPoints,numMinutes,q1Points,q2Points,q3Points,q4Points,benchPoints,biggestLead,biggestScoringRun,leadChanges,pointsFastBreak,pointsFromTurnovers,pointsInThePaint,pointsSecondChance,timesTied,timeoutsRemaining,seasonWins,seasonLosses,coachId,gameId,gameType,gameLabel,gameSubLabel,seriesGameNumber
22200022,2022-10-21 19:30:00,Boston,Celtics,1610612738,Miami,Heat,1610612748,0,1,111,104,17.0,11.0,4.0,79.0,41.0,0.519,33.0,14.0,0.424,15.0,15.0,1.0,31.0,12.0,43.0,23.0,20.0,7.0,240.0,,,,,,,,,,,,,,,,,,22200022,Regular Season,,,
12200040,2022-10-09 20:30:00,Los Angeles,Lakers,1610612747,Golden State,Warriors,1610612744,0,1,124,121,24.0,5.0,6.0,90.0,45.0,0.5,39.0,17.0,0.436,18.0,17.0,0.944,30.0,8.0,38.0,26.0,17.0,3.0,240.0,,,,,,,,,,,,,,,,,,12200040,Preseason,,,
42100302,2022-05-19 20:30:00,Boston,Celtics,1610612738,Miami,Heat,1610612748,0,1,127,102,28.0,5.0,8.0,84.0,43.0,0.512,40.0,20.0,0.5,23.0,21.0,0.913,33.0,8.0,41.0,21.0,10.0,25.0,240.0,,,,,,,,,,,,,,,,,,42100302,Playoffs,East - Conf. Finals,,2.0
42100227,2022-05-15 20:00:00,Dallas,Mavericks,1610612742,Phoenix,Suns,1610612756,0,1,123,90,14.0,6.0,9.0,81.0,46.0,0.568,39.0,19.0,0.487,12.0,12.0,1.0,37.0,6.0,43.0,17.0,12.0,33.0,240.0,,,,,,,,,,,,,,,,,,42100227,Playoffs,West - Conf. Semifinals,,7.0
42100233,2022-05-07 20:30:00,Golden State,Warriors,1610612744,Memphis,Grizzlies,1610612763,1,1,142,112,34.0,4.0,5.0,85.0,53.0,0.624,32.0,17.0,0.531,21.0,19.0,0.905,34.0,4.0,38.0,24.0,16.0,30.0,240.0,,,,,,,,,,,,,,,,,,42100233,Playoffs,West - Conf. Semifinals,,3.0
42100146,2022-04-28 19:30:00,Phoenix,Suns,1610612756,New Orleans,Pelicans,1610612740,0,1,115,109,23.0,2.0,8.0,75.0,45.0,0.6,20.0,8.0,0.4,18.0,17.0,0.944,27.0,5.0,32.0,21.0,14.0,6.0,240.0,,,,,,,,,,,,,,,,,,42100146,Playoffs,West - First Round,,6.0
42100136,2022-04-28 19:00:00,Philadelphia,76ers,1610612755,Toronto,Raptors,1610612761,0,1,132,97,32.0,4.0,4.0,81.0,47.0,0.58,40.0,16.0,0.4,23.0,22.0,0.957,37.0,10.0,47.0,22.0,11.0,35.0,240.0,,,,,,,,,,,,,,,,,,42100136,Playoffs,East - First Round,,6.0
22101208,2022-04-08 20:00:00,Charlotte,Hornets,1610612766,Chicago,Bulls,1610612741,0,1,133,117,34.0,4.0,7.0,86.0,52.0,0.605,40.0,19.0,0.475,10.0,10.0,1.0,30.0,8.0,38.0,21.0,11.0,16.0,240.0,,,,,,,,,,,,,,,,,,22101208,Regular Season,,,
22101202,2022-04-07 22:00:00,Golden State,Warriors,1610612744,Los Angeles,Lakers,1610612747,1,1,128,112,39.0,5.0,10.0,97.0,51.0,0.526,32.0,16.0,0.5,10.0,10.0,1.0,36.0,9.0,45.0,26.0,15.0,16.0,240.0,,,,,,,,,,,,,,,,,,22101202,Regular Season,,,
22101153,2022-04-01 19:30:00,Indiana,Pacers,1610612754,Boston,Celtics,1610612738,0,0,123,128,25.0,3.0,9.0,81.0,42.0,0.519,36.0,17.0,0.472,23.0,22.0,0.957,22.0,8.0,30.0,30.0,16.0,-5.0,240.0,,,,,,,,,,,,,,,,,,22101153,Regular Season,,,
22101152,2022-04-01 19:00:00,Washington,Wizards,1610612764,Dallas,Mavericks,1610612742,1,1,135,103,33.0,4.0,7.0,90.0,49.0,0.544,33.0,17.0,0.515,22.0,20.0,0.909,37.0,8.0,45.0,19.0,9.0,32.0,240.0,,,,,,,,,,,,,,,,,,22101152,Regular Season,,,
22101149,2022-03-31 20:00:00,Los Angeles,Clippers,1610612746,Chicago,Bulls,1610612741,0,0,130,135,26.0,5.0,7.0,90.0,45.0,0.5,36.0,16.0,0.444,26.0,24.0,0.923,36.0,4.0,40.0,24.0,12.0,-5.0,265.0,,,,,,,,,,,,,,,,,,22101149,Regular Season,,,
22101143,2022-03-30 20:00:00,Atlanta,Hawks,1610612737,Oklahoma City,Thunder,1610612760,0,1,136,118,28.0,4.0,10.0,91.0,49.0,0.538,39.0,18.0,0.462,22.0,20.0,0.909,37.0,6.0,43.0,19.0,13.0,18.0,240.0,,,,,,,,,,,,,,,,,,22101143,Regular Season,,,
22101137,2022-03-30 19:00:00,Denver,Nuggets,1610612743,Indiana,Pacers,1610612754,0,1,125,118,33.0,4.0,6.0,80.0,50.0,0.625,28.0,12.0,0.429,14.0,13.0,0.929,35.0,8.0,43.0,20.0,20.0,7.0,240.0,,,,,,,,,,,,,,,,,,22101137,Regular Season,,,
22101133,2022-03-29 19:30:00,Brooklyn,Nets,1610612751,Detroit,Pistons,1610612765,1,1,130,123,24.0,6.0,9.0,76.0,42.0,0.553,28.0,15.0,0.536,34.0,31.0,0.912,33.0,8.0,41.0,19.0,19.0,7.0,240.0,,,,,,,,,,,,,,,,,,22101133,Regular Season,,,
22101125,2022-03-28 19:30:00,Miami,Heat,1610612748,Sacramento,Kings,1610612758,1,1,123,100,30.0,1.0,7.0,90.0,49.0,0.544,40.0,19.0,0.475,6.0,6.0,1.0,38.0,10.0,48.0,20.0,16.0,23.0,240.0,,,,,,,,,,,,,,,,,,22101125,Regular Season,,,
22101116,2022-03-27 18:00:00,Boston,Celtics,1610612738,Minnesota,Timberwolves,1610612750,1,1,134,112,27.0,5.0,7.0,87.0,49.0,0.563,39.0,17.0,0.436,21.0,19.0,0.905,35.0,10.0,45.0,20.0,13.0,22.0,240.0,,,,,,,,,,,,,,,,,,22101116,Regular Season,,,
22101083,2022-03-22 22:00:00,Denver,Nuggets,1610612743,Los Angeles,Clippers,1610612746,1,1,127,115,31.0,5.0,4.0,83.0,45.0,0.542,32.0,16.0,0.5,23.0,21.0,0.913,34.0,6.0,40.0,19.0,11.0,12.0,240.0,,,,,,,,,,,,,,,,,,22101083,Regular Season,,,
22101068,2022-03-20 20:00:00,Boston,Celtics,1610612738,Denver,Nuggets,1610612743,0,1,124,104,29.0,6.0,4.0,82.0,47.0,0.573,40.0,19.0,0.475,11.0,11.0,1.0,33.0,5.0,38.0,18.0,9.0,20.0,240.0,,,,,,,,,,,,,,,,,,22101068,Regular Season,,,
22101056,2022-03-18 22:00:00,Phoenix,Suns,1610612756,Chicago,Bulls,1610612741,1,1,129,102,23.0,4.0,5.0,84.0,47.0,0.56,25.0,11.0,0.44,26.0,24.0,0.923,39.0,10.0,49.0,20.0,13.0,27.0,240.0,,,,,,,,,,,,,,,,,,22101056,Regular Season,,,
22101035,2022-03-16 19:00:00,Denver,Nuggets,1610612743,Washington,Wizards,1610612764,0,1,127,109,30.0,3.0,7.0,90.0,46.0,0.511,37.0,15.0,0.405,21.0,20.0,0.952,33.0,8.0,41.0,25.0,10.0,18.0,240.0,,,,,,,,,,,,,,,,,,22101035,Regular Season,,,
22101032,2022-03-15 20:00:00,Phoenix,Suns,1610612756,New Orleans,Pelicans,1610612740,0,1,131,115,35.0,2.0,9.0,90.0,49.0,0.544,34.0,18.0,0.529,15.0,15.0,1.0,28.0,6.0,34.0,22.0,9.0,16.0,240.0,,,,,,,,,,,,,,,,,,22101032,Regular Season,,,
22101016,2022-03-13 19:00:00,Atlanta,Hawks,1610612737,Indiana,Pacers,1610612754,1,1,131,128,27.0,3.0,9.0,84.0,46.0,0.548,38.0,17.0,0.447,24.0,22.0,0.917,27.0,9.0,36.0,21.0,12.0,3.0,240.0,,,,,,,,,,,,,,,,,,22101016,Regular Season,,,
22100992,2022-03-09 22:30:00,Los Angeles,Clippers,1610612746,Washington,Wizards,1610612764,1,1,115,109,21.0,10.0,6.0,86.0,43.0,0.5,32.0,16.0,0.5,13.0,13.0,1.0,34.0,7.0,41.0,15.0,12.0,6.0,240.0,,,,,,,,,,,,,,,,,,22100992,Regular Season,,,
22100985,2022-03-09 20:00:00,Houston,Rockets,1610612745,Los Angeles,Lakers,1610612747,1,1,139,130,25.0,4.0,7.0,102.0,52.0,0.51,40.0,17.0,0.425,19.0,18.0,0.947,40.0,10.0,50.0,21.0,20.0,9.0,265.0,,,,,,,,,,,,,,,,,,22100985,Regular Season,,,
22100960,2022-03-06 13:00:00,Brooklyn,Nets,1610612751,Boston,Celtics,1610612738,0,0,120,126,24.0,4.0,6.0,89.0,45.0,0.506,27.0,12.0,0.444,20.0,18.0,0.9,33.0,12.0,45.0,26.0,16.0,-6.0,240.0,,,,,,,,,,,,,,,,,,22100960,Regular Season,,,
22100947,2022-03-04 19:00:00,Philadelphia,76ers,1610612755,Cleveland,Cavaliers,1610612739,1,1,125,119,23.0,3.0,8.0,75.0,41.0,0.547,33.0,14.0,0.424,32.0,29.0,0.906,27.0,3.0,30.0,24.0,12.0,6.0,240.0,,,,,,,,,,,,,,,,,,22100947,Regular Season,,,
22100878,2022-02-16 20:00:00,Chicago,Bulls,1610612741,Sacramento,Kings,1610612758,1,1,125,118,25.0,2.0,8.0,94.0,47.0,0.5,29.0,12.0,0.414,20.0,19.0,0.95,34.0,13.0,47.0,16.0,13.0,7.0,240.0,,,,,,,,,,,,,,,,,,22100878,Regular Season,,,
22100878,2022-02-16 20:00:00,Sacramento,Kings,1610612758,Chicago,Bulls,1610612741,0,0,118,125,24.0,3.0,9.0,84.0,43.0,0.512,30.0,12.0,0.4,22.0,20.0,0.909,29.0,7.0,36.0,14.0,13.0,-7.0,240.0,,,,,,,,,,,,,,,,,,22100878,Regular Season,,,
22100753,2022-01-30 15:30:00,Chicago,Bulls,1610612741,Portland,Trail Blazers,1610612757,1,1,130,116,36.0,3.0,10.0,90.0,50.0,0.556,32.0,13.0,0.406,18.0,17.0,0.944,36.0,8.0,44.0,16.0,7.0,14.0,240.0,,,,,,,,,,,,,,,,,,22100753,Regular Season,,,
22100727,2022-01-26 19:30:00,Miami,Heat,1610612748,New York,Knicks,1610612752,1,1,110,96,30.0,3.0,8.0,74.0,37.0,0.5,37.0,16.0,0.432,22.0,20.0,0.909,31.0,7.0,38.0,23.0,20.0,14.0,240.0,,,,,,,,,,,,,,,,,,22100727,Regular Season,,,
22100649,2022-01-15 21:00:00,Denver,Nuggets,1610612743,Los Angeles,Lakers,1610612747,1,1,133,96,35.0,2.0,9.0,91.0,47.0,0.516,40.0,23.0,0.575,17.0,16.0,0.941,42.0,9.0,51.0,17.0,6.0,37.0,240.0,,,,,,,,,,,,,,,,,,22100649,Regular Season,,,
22100644,2022-01-15 19:30:00,Brooklyn,Nets,1610612751,New Orleans,Pelicans,1610612740,1,1,120,105,30.0,5.0,5.0,84.0,46.0,0.548,27.0,12.0,0.444,17.0,16.0,0.941,35.0,9.0,44.0,21.0,16.0,15.0,240.0,,,,,,,,,,,,,,,,,,22100644,Regular Season,,,
22100636,2022-01-14 20:00:00,Miami,Heat,1610612748,Atlanta,Hawks,1610612737,1,1,124,118,30.0,5.0,6.0,77.0,41.0,0.532,30.0,14.0,0.467,30.0,28.0,0.933,28.0,9.0,37.0,27.0,16.0,6.0,240.0,,,,,,,,,,,,,,,,,,22100636,Regular Season,,,
22100608,2022-01-10 19:00:00,Detroit,Pistons,1610612765,Utah,Jazz,1610612762,1,1,126,116,30.0,7.0,9.0,93.0,48.0,0.516,37.0,19.0,0.514,12.0,11.0,0.917,30.0,9.0,39.0,20.0,12.0,10.0,240.0,,,,,,,,,,,,,,,,,,22100608,Regular Season,,,
22100603,2022-01-09 19:30:00,Dallas,Mavericks,1610612742,Chicago,Bulls,1610612741,1,1,113,99,28.0,2.0,4.0,88.0,44.0,0.5,36.0,16.0,0.444,9.0,9.0,1.0,41.0,7.0,48.0,14.0,10.0,14.0,240.0,,,,,,,,,,,,,,,,,,22100603,Regular Season,,,
22100585,2022-01-07 20:00:00,Chicago,Bulls,1610612741,Washington,Wizards,1610612764,1,1,130,122,34.0,3.0,11.0,91.0,48.0,0.527,33.0,15.0,0.455,21.0,19.0,0.905,31.0,10.0,41.0,21.0,15.0,8.0,240.0,,,,,,,,,,,,,,,,,,22100585,Regular Season,,,
22100552,2022-01-03 19:00:00,Philadelphia,76ers,1610612755,Houston,Rockets,1610612745,1,1,133,113,33.0,7.0,7.0,96.0,50.0,0.521,40.0,17.0,0.425,17.0,16.0,0.941,42.0,12.0,54.0,21.0,14.0,20.0,240.0,,,,,,,,,,,,,,,,,,22100552,Regular Season,,,
22100549,2022-01-02 19:00:00,Phoenix,Suns,1610612756,Charlotte,Hornets,1610612766,0,1,133,99,36.0,4.0,15.0,103.0,52.0,0.505,41.0,17.0,0.415,12.0,12.0,1.0,39.0,14.0,53.0,21.0,17.0,34.0,240.0,,,,,,,,,,,,,,,,,,22100549,Regular Season,,,
22100459,2021-12-20 20:00:00,Chicago,Bulls,1610612741,Houston,Rockets,1610612745,1,1,133,118,33.0,5.0,7.0,88.0,47.0,0.534,35.0,16.0,0.457,24.0,23.0,0.958,25.0,9.0,34.0,23.0,8.0,15.0,240.0,,,,,,,,,,,,,,,,,,22100459,Regular Season,,,
22100397,2021-12-11 20:30:00,Denver,Nuggets,1610612743,San Antonio,Spurs,1610612759,0,1,127,112,33.0,8.0,9.0,93.0,47.0,0.505,43.0,20.0,0.465,14.0,13.0,0.929,31.0,10.0,41.0,25.0,12.0,15.0,240.0,,,,,,,,,,,,,,,,,,22100397,Regular Season,,,
22100370,2021-12-08 19:30:00,Miami,Heat,1610612748,Milwaukee,Bucks,1610612749,1,1,113,104,32.0,6.0,6.0,77.0,40.0,0.519,47.0,22.0,0.468,12.0,11.0,0.917,36.0,6.0,42.0,23.0,22.0,9.0,240.0,,,,,,,,,,,,,,,,,,22100370,Regular Season,,,
22100342,2021-12-04 13:00:00,Denver,Nuggets,1610612743,New York,Knicks,1610612752,0,1,113,99,30.0,5.0,10.0,84.0,44.0,0.524,43.0,20.0,0.465,5.0,5.0,1.0,34.0,8.0,42.0,19.0,13.0,14.0,240.0,,,,,,,,,,,,,,,,,,22100342,Regular Season,,,
22100323,2021-12-01 19:30:00,Cleveland,Cavaliers,1610612739,Miami,Heat,1610612748,0,1,111,85,27.0,14.0,8.0,68.0,37.0,0.544,31.0,16.0,0.516,23.0,21.0,0.913,40.0,6.0,46.0,15.0,21.0,26.0,240.0,,,,,,,,,,,,,,,,,,22100323,Regular Season,,,
22100277,2021-11-24 20:30:00,Atlanta,Hawks,1610612737,San Antonio,Spurs,1610612759,0,1,124,106,26.0,5.0,10.0,88.0,45.0,0.511,26.0,12.0,0.462,24.0,22.0,0.917,36.0,8.0,44.0,11.0,11.0,18.0,240.0,,,,,,,,,,,,,,,,,,22100277,Regular Season,,,
22100246,2021-11-20 22:00:00,Portland,Trail Blazers,1610612757,Philadelphia,76ers,1610612755,1,1,118,111,23.0,7.0,6.0,80.0,40.0,0.5,34.0,15.0,0.441,23.0,23.0,1.0,33.0,5.0,38.0,21.0,13.0,7.0,240.0,,,,,,,,,,,,,,,,,,22100246,Regular Season,,,
22100229,2021-11-18 21:00:00,Utah,Jazz,1610612762,Toronto,Raptors,1610612761,1,1,119,103,34.0,9.0,8.0,80.0,44.0,0.55,46.0,19.0,0.413,13.0,12.0,0.923,36.0,10.0,46.0,18.0,24.0,16.0,240.0,,,,,,,,,,,,,,,,,,22100229,Regular Season,,,
22100196,2021-11-14 19:00:00,Brooklyn,Nets,1610612751,Oklahoma City,Thunder,1610612760,0,1,120,96,31.0,3.0,8.0,82.0,41.0,0.5,43.0,18.0,0.419,21.0,20.0,0.952,37.0,7.0,44.0,15.0,15.0,24.0,240.0,,,,,,,,,,,,,,,,,,22100196,Regular Season,,,
22100115,2021-11-03 20:00:00,Los Angeles,Clippers,1610612746,Minnesota,Timberwolves,1610612750,0,1,126,115,33.0,7.0,6.0,78.0,47.0,0.603,36.0,21.0,0.583,12.0,11.0,0.917,32.0,3.0,35.0,14.0,21.0,11.0,240.0,,,,,,,,,,,,,,,,,,22100115,Regular Season,,,
22100098,2021-11-01 19:30:00,Chicago,Bulls,1610612741,Boston,Celtics,1610612738,0,1,128,114,30.0,8.0,7.0,86.0,49.0,0.57,31.0,13.0,0.419,18.0,17.0,0.944,40.0,10.0,50.0,19.0,18.0,14.0,240.0,,,,,,,,,,,,,,,,,,22100098,Regular Season,,,
22100077,2021-10-29 22:30:00,Los Angeles,Lakers,1610612747,Cleveland,Cavaliers,1610612739,1,1,113,101,24.0,6.0,9.0,84.0,46.0,0.548,27.0,12.0,0.444,10.0,9.0,0.9,31.0,11.0,42.0,20.0,22.0,12.0,240.0,,,,,,,,,,,,,,,,,,22100077,Regular Season,,,
22100065,2021-10-28 19:00:00,Philadelphia,76ers,1610612755,Detroit,Pistons,1610612765,1,1,110,102,22.0,9.0,7.0,76.0,38.0,0.5,27.0,12.0,0.444,24.0,22.0,0.917,40.0,6.0,46.0,23.0,21.0,8.0,240.0,,,,,,,,,,,,,,,,,,22100065,Regular Season,,,
22100019,2021-10-22 19:00:00,Washington,Wizards,1610612764,Indiana,Pacers,1610612754,1,1,135,134,24.0,6.0,5.0,94.0,49.0,0.521,38.0,19.0,0.5,19.0,18.0,0.947,32.0,6.0,38.0,21.0,9.0,1.0,265.0,,,,,,,,,,,,,,,,,,22100019,Regular Season,,,
22100007,2021-10-20 20:00:00,Memphis,Grizzlies,1610612763,Cleveland,Cavaliers,1610612739,1,1,132,121,28.0,8.0,8.0,100.0,53.0,0.53,33.0,14.0,0.424,12.0,12.0,1.0,40.0,13.0,53.0,15.0,12.0,11.0,240.0,,,,,,,,,,,,,,,,,,22100007,Regular Season,,,
42000405,2021-07-17 21:00:00,Phoenix,Suns,1610612756,Milwaukee,Bucks,1610612749,1,0,119,123,23.0,5.0,9.0,87.0,48.0,0.552,19.0,13.0,0.684,11.0,10.0,0.909,27.0,8.0,35.0,20.0,9.0,-4.0,240.0,,,,,,,,,,,,,,,,,,42000405,Playoffs,NBA Finals,,5.0
42000311,2021-06-20 15:30:00,Phoenix,Suns,1610612756,Los Angeles,Clippers,1610612746,1,1,120,114,31.0,3.0,5.0,89.0,49.0,0.551,32.0,13.0,0.406,9.0,9.0,1.0,36.0,7.0,43.0,16.0,7.0,6.0,240.0,,,,,,,,,,,,,,,,,,42000311,Playoffs,West - Conf. Finals,,1.0
42000233,2021-06-11 22:00:00,Phoenix,Suns,1610612756,Denver,Nuggets,1610612743,0,1,116,102,26.0,2.0,10.0,81.0,43.0,0.531,26.0,12.0,0.462,20.0,18.0,0.9,34.0,4.0,38.0,13.0,12.0,14.0,240.0,,,,,,,,,,,,,,,,,,42000233,Playoffs,West - Conf. Semifinals,,3.0
42000177,2021-06-06 15:30:00,Los Angeles,Clippers,1610612746,Dallas,Mavericks,1610612742,1,1,126,111,30.0,2.0,11.0,82.0,41.0,0.5,43.0,20.0,0.465,24.0,24.0,1.0,27.0,8.0,35.0,21.0,9.0,15.0,240.0,,,,,,,,,,,,,,,,,,42000177,Playoffs,West - First Round,,7.0
42000201,2021-06-06 13:00:00,Atlanta,Hawks,1610612737,Philadelphia,76ers,1610612755,0,1,128,124,23.0,3.0,10.0,86.0,44.0,0.512,47.0,20.0,0.426,21.0,20.0,0.952,32.0,3.0,35.0,26.0,17.0,4.0,240.0,,,,,,,,,,,,,,,,,,42000201,Playoffs,East - Conf. Semifinals,,1.0
42000156,2021-06-03 22:30:00,Phoenix,Suns,1610612756,Los Angeles,Lakers,1610612747,0,1,113,100,24.0,9.0,5.0,73.0,37.0,0.507,35.0,18.0,0.514,22.0,21.0,0.955,34.0,8.0,42.0,17.0,14.0,13.0,240.0,,,,,,,,,,,,,,,,,,42000156,Playoffs,West - First Round,,6.0
42000166,2021-06-03 20:00:00,Portland,Trail Blazers,1610612757,Denver,Nuggets,1610612743,1,0,115,126,24.0,7.0,7.0,79.0,40.0,0.506,36.0,15.0,0.417,22.0,20.0,0.909,29.0,8.0,37.0,22.0,17.0,-11.0,240.0,,,,,,,,,,,,,,,,,,42000166,Playoffs,West - First Round,,6.0
42000114,2021-05-30 19:00:00,Brooklyn,Nets,1610612751,Boston,Celtics,1610612738,0,1,141,126,29.0,9.0,8.0,83.0,48.0,0.578,27.0,16.0,0.593,30.0,29.0,0.967,27.0,9.0,36.0,28.0,10.0,15.0,240.0,,,,,,,,,,,,,,,,,,42000114,Playoffs,East - First Round,,4.0
42000173,2021-05-28 21:30:00,Los Angeles,Clippers,1610612746,Dallas,Mavericks,1610612742,0,1,118,108,24.0,4.0,4.0,76.0,44.0,0.579,31.0,13.0,0.419,18.0,17.0,0.944,32.0,7.0,39.0,21.0,11.0,10.0,240.0,,,,,,,,,,,,,,,,,,42000173,Playoffs,West - First Round,,3.0
42000112,2021-05-25 19:30:00,Brooklyn,Nets,1610612751,Boston,Celtics,1610612738,1,1,130,108,31.0,7.0,7.0,88.0,46.0,0.523,38.0,17.0,0.447,22.0,21.0,0.955,34.0,12.0,46.0,23.0,17.0,22.0,240.0,,,,,,,,,,,,,,,,,,42000112,Playoffs,East - First Round,,2.0
22001065,2021-05-15 14:00:00,Phoenix,Suns,1610612756,San Antonio,Spurs,1610612759,0,1,140,103,32.0,1.0,10.0,94.0,52.0,0.553,33.0,15.0,0.455,22.0,21.0,0.955,40.0,7.0,47.0,15.0,10.0,37.0,240.0,,,,,,,,,,,,,,,,,,22001065,Regular Season,,,
22001039,2021-05-11 22:00:00,Phoenix,Suns,1610612756,Golden State,Warriors,1610612744,0,0,116,122,26.0,6.0,4.0,79.0,41.0,0.519,37.0,16.0,0.432,20.0,18.0,0.9,30.0,6.0,36.0,20.0,11.0,-6.0,240.0,,,,,,,,,,,,,,,,,,22001039,Regular Season,,,
22001037,2021-05-11 20:00:00,Memphis,Grizzlies,1610612763,Dallas,Mavericks,1610612742,1,1,133,104,32.0,6.0,11.0,89.0,51.0,0.573,33.0,16.0,0.485,16.0,15.0,0.938,34.0,10.0,44.0,16.0,11.0,29.0,240.0,,,,,,,,,,,,,,,,,,22001037,Regular Season,,,
22000145,2021-05-09 13:00:00,Miami,Heat,1610612748,Boston,Celtics,1610612738,0,1,130,124,30.0,2.0,8.0,82.0,47.0,0.573,35.0,16.0,0.457,22.0,20.0,0.909,32.0,3.0,35.0,20.0,11.0,6.0,240.0,,,,,,,,,,,,,,,,,,22000145,Regular Season,,,
22000994,2021-05-05 20:00:00,Philadelphia,76ers,1610612755,Houston,Rockets,1610612745,0,1,135,115,26.0,6.0,10.0,94.0,50.0,0.532,35.0,15.0,0.429,22.0,20.0,0.909,36.0,11.0,47.0,16.0,10.0,20.0,240.0,,,,,,,,,,,,,,,,,,22000994,Regular Season,,,
22000989,2021-05-04 22:00:00,Los Angeles,Clippers,1610612746,Toronto,Raptors,1610612761,1,1,105,100,28.0,5.0,7.0,75.0,39.0,0.52,34.0,15.0,0.441,13.0,12.0,0.923,38.0,4.0,42.0,14.0,18.0,5.0,240.0,,,,,,,,,,,,,,,,,,22000989,Regular Season,,,
22000952,2021-04-30 20:00:00,Portland,Trail Blazers,1610612757,Brooklyn,Nets,1610612751,0,1,128,109,24.0,2.0,3.0,91.0,47.0,0.516,36.0,16.0,0.444,20.0,18.0,0.9,42.0,8.0,50.0,17.0,10.0,19.0,240.0,,,,,,,,,,,,,,,,,,22000952,Regular Season,,,
22000942,2021-04-28 22:00:00,Utah,Jazz,1610612762,Sacramento,Kings,1610612758,0,1,154,105,36.0,9.0,4.0,86.0,55.0,0.64,41.0,24.0,0.585,21.0,20.0,0.952,39.0,8.0,47.0,15.0,14.0,49.0,240.0,,,,,,,,,,,,,,,,,,22000942,Regular Season,,,
22000911,2021-04-25 13:00:00,Charlotte,Hornets,1610612766,Boston,Celtics,1610612738,1,1,125,104,39.0,8.0,7.0,93.0,47.0,0.505,43.0,21.0,0.488,11.0,10.0,0.909,36.0,10.0,46.0,21.0,11.0,21.0,240.0,,,,,,,,,,,,,,,,,,22000911,Regular Season,,,
22000902,2021-04-23 20:00:00,Washington,Wizards,1610612764,Oklahoma City,Thunder,1610612760,0,1,129,109,25.0,7.0,7.0,93.0,48.0,0.516,32.0,18.0,0.563,16.0,15.0,0.938,38.0,12.0,50.0,23.0,20.0,20.0,240.0,,,,,,,,,,,,,,,,,,22000902,Regular Season,,,
22000875,2021-04-19 22:00:00,Utah,Jazz,1610612762,Los Angeles,Lakers,1610612747,0,1,111,97,29.0,5.0,5.0,75.0,43.0,0.573,33.0,15.0,0.455,11.0,10.0,0.909,40.0,2.0,42.0,20.0,17.0,14.0,240.0,,,,,,,,,,,,,,,,,,22000875,Regular Season,,,
22000848,2021-04-16 19:30:00,Brooklyn,Nets,1610612751,Charlotte,Hornets,1610612766,1,1,130,115,35.0,5.0,12.0,85.0,47.0,0.553,41.0,21.0,0.512,16.0,15.0,0.938,30.0,7.0,37.0,17.0,18.0,15.0,240.0,,,,,,,,,,,,,,,,,,22000848,Regular Season,,,
22000849,2021-04-16 19:30:00,Toronto,Raptors,1610612761,Orlando,Magic,1610612753,1,1,113,102,24.0,10.0,6.0,82.0,41.0,0.5,35.0,14.0,0.4,18.0,17.0,0.944,34.0,8.0,42.0,24.0,17.0,11.0,240.0,,,,,,,,,,,,,,,,,,22000849,Regular Season,,,
22000797,2021-04-09 21:00:00,Denver,Nuggets,1610612743,San Antonio,Spurs,1610612759,1,1,121,119,32.0,4.0,5.0,79.0,43.0,0.544,27.0,14.0,0.519,23.0,21.0,0.913,37.0,9.0,46.0,22.0,18.0,2.0,240.0,,,,,,,,,,,,,,,,,,22000797,Regular Season,,,
22000792,2021-04-09 19:30:00,Boston,Celtics,1610612738,Minnesota,Timberwolves,1610612750,1,1,145,136,32.0,5.0,9.0,87.0,47.0,0.54,42.0,19.0,0.452,34.0,32.0,0.941,36.0,9.0,45.0,25.0,21.0,9.0,265.0,,,,,,,,,,,,,,,,,,22000792,Regular Season,,,
22000788,2021-04-08 22:00:00,Los Angeles,Clippers,1610612746,Phoenix,Suns,1610612756,1,1,113,103,26.0,1.0,5.0,84.0,42.0,0.5,37.0,18.0,0.486,12.0,11.0,0.917,26.0,9.0,35.0,22.0,11.0,10.0,240.0,,,,,,,,,,,,,,,,,,22000788,Regular Season,,,
22000721,2021-03-31 19:00:00,Portland,Trail Blazers,1610612757,Detroit,Pistons,1610612765,0,1,124,101,27.0,7.0,11.0,82.0,42.0,0.512,30.0,16.0,0.533,26.0,24.0,0.923,37.0,6.0,43.0,20.0,13.0,23.0,240.0,,,,,,,,,,,,,,,,,,22000721,Regular Season,,,
22000689,2021-03-26 20:00:00,New Orleans,Pelicans,1610612740,Denver,Nuggets,1610612743,1,0,108,113,30.0,7.0,7.0,78.0,39.0,0.5,29.0,12.0,0.414,20.0,18.0,0.9,31.0,6.0,37.0,11.0,15.0,-5.0,240.0,,,,,,,,,,,,,,,,,,22000689,Regular Season,,,
22000682,2021-03-25 22:00:00,Golden State,Warriors,1610612744,Sacramento,Kings,1610612758,0,0,119,141,24.0,0.0,4.0,88.0,45.0,0.511,32.0,17.0,0.531,12.0,12.0,1.0,31.0,7.0,38.0,19.0,12.0,,240.0,,,,,,,,,,,,,,,,,,22000682,Regular Season,,,
